"FileName","Extension","ArtifactType","Gate","Family","Stage","ExpectedBucket","Directory","FullPath","SizeKB","LastWriteTime"
"00000090.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000090.meta","0,7","24.07.2026 15:39:02"
"00000091.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000091.meta","0,9","24.07.2026 15:39:02"
"00000092.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000092.meta","0,9","24.07.2026 15:39:02"
"00000093.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000093.sst","18","24.07.2026 15:40:02"
"00000094.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000094.sst","23,2","24.07.2026 15:40:02"
"00000095.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000095.sst","0,1","24.07.2026 15:40:02"
"00000096.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000096.meta","0,7","24.07.2026 15:40:02"
"00000097.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000097.meta","0,9","24.07.2026 15:40:02"
"00000098.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000098.meta","0,9","24.07.2026 15:40:02"
"00000099.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000099.sst","18,2","24.07.2026 15:40:37"
"00000100.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000100.sst","7,7","24.07.2026 15:40:37"
"00000101.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000101.sst","0,1","24.07.2026 15:40:37"
"00000102.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000102.meta","0,7","24.07.2026 15:40:37"
"00000103.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000103.meta","0,7","24.07.2026 15:40:37"
"00000104.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000104.meta","0,7","24.07.2026 15:40:37"
"00000105.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000105.sst","18","24.07.2026 15:41:02"
"00000106.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000106.sst","23,2","24.07.2026 15:41:02"
"00000107.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000107.sst","0,1","24.07.2026 15:41:02"
"00000108.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000108.meta","0,7","24.07.2026 15:41:02"
"00000109.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000109.meta","0,9","24.07.2026 15:41:02"
"00000110.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000110.meta","0,9","24.07.2026 15:41:02"
"00000111.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000111.sst","23,2","24.07.2026 15:42:02"
"00000112.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000112.sst","18","24.07.2026 15:42:02"
"00000113.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000113.sst","0,1","24.07.2026 15:42:02"
"00000114.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000114.meta","0,7","24.07.2026 15:42:02"
"00000115.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000115.meta","0,9","24.07.2026 15:42:02"
"00000116.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000116.meta","0,9","24.07.2026 15:42:02"
"00000117.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000117.sst","18","24.07.2026 15:43:02"
"00000118.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000118.sst","23,2","24.07.2026 15:43:02"
"00000119.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000119.sst","0,1","24.07.2026 15:43:02"
"00000120.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000120.meta","0,7","24.07.2026 15:43:02"
"00000121.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000121.meta","0,9","24.07.2026 15:43:02"
"00000122.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000122.meta","0,9","24.07.2026 15:43:02"
"00000123.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000123.sst","17,9","24.07.2026 15:44:02"
"00000124.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000124.sst","23,2","24.07.2026 15:44:02"
"00000125.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000125.sst","0,1","24.07.2026 15:44:02"
"00000126.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000126.meta","0,7","24.07.2026 15:44:02"
"00000127.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000127.meta","0,9","24.07.2026 15:44:02"
"00000128.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000128.meta","0,9","24.07.2026 15:44:02"
"00000129.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000129.sst","17,9","24.07.2026 15:45:02"
"00000130.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000130.sst","23,2","24.07.2026 15:45:02"
"00000131.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000131.sst","0,1","24.07.2026 15:45:02"
"00000132.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000132.meta","0,7","24.07.2026 15:45:02"
"00000133.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000133.meta","0,9","24.07.2026 15:45:02"
"00000134.meta",".meta","META","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000134.meta","0,9","24.07.2026 15:45:02"
"00000135.sst",".sst","SST","UNCLASSIFIED","OTHER","OUTSIDE A3 PRODUCTION","GENERAL / SOURCE","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10","C:\Abay-Germes\HouseMaster\apps\web\.next\dev\cache\turbopack\v16.2.10\00000135.sst","11497,7","01.08.2026 14:45:46"
